experiment_id,work,dataset,setting,method,metric,value,std,source_file,source_table_or_figure,verified,status,notes
EXP-BM-ORG-062,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Non-CL,BWTR,-0.369,0.005,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-063,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Non-CL,RMA,1.006,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-064,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Non-CL,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-065,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Non-CL,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-066,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,JointTrain,A-Dice,0.881,0.010,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,full historical-data access reference
EXP-BM-ORG-067,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,JointTrain,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,full historical-data access reference
EXP-BM-ORG-068,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,JointTrain,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,full historical-data access reference
EXP-BM-ROB-001,Benchmark,NCI-ISBI13+I2CVB+PROMISE12,Domain-CL ten task orders,Repl-GSS,A-Dice order std,0.0134,,sources/benchmark/Benchmark_pa/main.tex,fig:task_order_robustness,yes,source_extracted,complete per-order values not reported
EXP-BM-ROB-002,Benchmark,NCI-ISBI13+I2CVB+PROMISE12,Domain-CL ten task orders,Repl-GSS,BWTR order std,0.0123,,sources/benchmark/Benchmark_pa/main.tex,fig:task_order_robustness,yes,source_extracted,complete per-order values not reported
EXP-FSM-MAIN-DIST-001,FedSubMerge,PathMNIST alpha=0.3,FedAvg,ACC,67.23,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-002,FedSubMerge,PathMNIST alpha=0.3,FedAvg,BWT,-25.70,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-003,FedSubMerge,PathMNIST alpha=0.1,FedAvg,ACC,57.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-004,FedSubMerge,PathMNIST alpha=0.1,FedAvg,BWT,-35.18,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-005,FedSubMerge,Hyper-Kvasir alpha=0.3,FedAvg,ACC,47.58,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-006,FedSubMerge,Hyper-Kvasir alpha=0.3,FedAvg,BWT,-29.27,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-007,FedSubMerge,Hyper-Kvasir alpha=0.1,FedAvg,ACC,42.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-008,FedSubMerge,Hyper-Kvasir alpha=0.1,FedAvg,BWT,-33.13,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-009,FedSubMerge,PathMNIST alpha=0.3,FedProx,ACC,68.51,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-010,FedSubMerge,PathMNIST alpha=0.3,FedProx,BWT,-20.12,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-011,FedSubMerge,PathMNIST alpha=0.1,FedProx,ACC,58.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-012,FedSubMerge,PathMNIST alpha=0.1,FedProx,BWT,-33.88,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-013,FedSubMerge,Hyper-Kvasir alpha=0.3,FedProx,ACC,63.44,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-014,FedSubMerge,Hyper-Kvasir alpha=0.3,FedProx,BWT,-17.58,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-015,FedSubMerge,Hyper-Kvasir alpha=0.1,FedProx,ACC,55.87,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-016,FedSubMerge,Hyper-Kvasir alpha=0.1,FedProx,BWT,-28.89,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-017,FedSubMerge,PathMNIST alpha=0.3,SCAFFOLD,ACC,73.48,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-018,FedSubMerge,PathMNIST alpha=0.3,SCAFFOLD,BWT,-21.86,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-019,FedSubMerge,PathMNIST alpha=0.1,SCAFFOLD,ACC,59.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-020,FedSubMerge,PathMNIST alpha=0.1,SCAFFOLD,BWT,-32.55,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-021,FedSubMerge,Hyper-Kvasir alpha=0.3,SCAFFOLD,ACC,63.82,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-022,FedSubMerge,Hyper-Kvasir alpha=0.3,SCAFFOLD,BWT,-16.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-023,FedSubMerge,Hyper-Kvasir alpha=0.1,SCAFFOLD,ACC,62.08,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-024,FedSubMerge,Hyper-Kvasir alpha=0.1,SCAFFOLD,BWT,-20.19,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-025,FedSubMerge,PathMNIST alpha=0.3,Fed-EWC,ACC,76.26,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-026,FedSubMerge,PathMNIST alpha=0.3,Fed-EWC,BWT,-17.73,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-027,FedSubMerge,PathMNIST alpha=0.1,Fed-EWC,ACC,64.38,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-028,FedSubMerge,PathMNIST alpha=0.1,Fed-EWC,BWT,-26.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-029,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-EWC,ACC,64.46,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-030,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-EWC,BWT,-17.61,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-031,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-EWC,ACC,75.03,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-032,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-EWC,BWT,-11.83,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-033,FedSubMerge,PathMNIST alpha=0.3,Fed-SI,ACC,77.22,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-034,FedSubMerge,PathMNIST alpha=0.3,Fed-SI,BWT,-18.87,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-035,FedSubMerge,PathMNIST alpha=0.1,Fed-SI,ACC,65.17,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-036,FedSubMerge,PathMNIST alpha=0.1,Fed-SI,BWT,-27.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-037,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-SI,ACC,63.58,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-038,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-SI,BWT,-18.13,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-039,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-SI,ACC,71.89,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-040,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-SI,BWT,-15.63,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-041,FedSubMerge,PathMNIST alpha=0.3,Fed-GPM,ACC,81.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-042,FedSubMerge,PathMNIST alpha=0.3,Fed-GPM,BWT,-13.70,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-043,FedSubMerge,PathMNIST alpha=0.1,Fed-GPM,ACC,69.06,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-044,FedSubMerge,PathMNIST alpha=0.1,Fed-GPM,BWT,-19.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-045,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-GPM,ACC,66.76,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-046,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-GPM,BWT,-15.96,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-047,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-GPM,ACC,64.22,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-048,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-GPM,BWT,-16.63,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-049,FedSubMerge,PathMNIST alpha=0.3,Fed-DER,ACC,81.70,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-050,FedSubMerge,PathMNIST alpha=0.3,Fed-DER,BWT,-13.03,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-051,FedSubMerge,PathMNIST alpha=0.1,Fed-DER,ACC,72.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-052,FedSubMerge,PathMNIST alpha=0.1,Fed-DER,BWT,-18.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-053,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-DER,ACC,69.64,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-054,FedSubMerge,Hyper-Kvasir alpha=0.3,Fed-DER,BWT,-14.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-055,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-DER,ACC,66.01,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-056,FedSubMerge,Hyper-Kvasir alpha=0.1,Fed-DER,BWT,-19.34,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-057,FedSubMerge,PathMNIST alpha=0.3,GLFC,ACC,84.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-058,FedSubMerge,PathMNIST alpha=0.3,GLFC,BWT,-13.06,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-059,FedSubMerge,PathMNIST alpha=0.1,GLFC,ACC,75.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-060,FedSubMerge,PathMNIST alpha=0.1,GLFC,BWT,-17.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-061,FedSubMerge,Hyper-Kvasir alpha=0.3,GLFC,ACC,72.16,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-062,FedSubMerge,Hyper-Kvasir alpha=0.3,GLFC,BWT,-12.92,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-063,FedSubMerge,Hyper-Kvasir alpha=0.1,GLFC,ACC,66.59,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-064,FedSubMerge,Hyper-Kvasir alpha=0.1,GLFC,BWT,-21.60,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-065,FedSubMerge,PathMNIST alpha=0.3,TARGET,ACC,84.75,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-066,FedSubMerge,PathMNIST alpha=0.3,TARGET,BWT,-7.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-067,FedSubMerge,PathMNIST alpha=0.1,TARGET,ACC,76.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-068,FedSubMerge,PathMNIST alpha=0.1,TARGET,BWT,-15.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-069,FedSubMerge,Hyper-Kvasir alpha=0.3,TARGET,ACC,71.02,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-070,FedSubMerge,Hyper-Kvasir alpha=0.3,TARGET,BWT,-14.08,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-071,FedSubMerge,Hyper-Kvasir alpha=0.1,TARGET,ACC,67.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-072,FedSubMerge,Hyper-Kvasir alpha=0.1,TARGET,BWT,-18.21,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-073,FedSubMerge,PathMNIST alpha=0.3,FOT,ACC,86.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-074,FedSubMerge,PathMNIST alpha=0.3,FOT,BWT,-6.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-075,FedSubMerge,PathMNIST alpha=0.1,FOT,ACC,74.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
