experiment_id,work,dataset,setting,method,metric,value,std,source_file,source_table_or_figure,verified,status,notes
EXP-FSM-MAIN-OTHER-045,FedSubMerge,Hyper-Kvasir quantity skew,GLFC,ACC,63.06,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-046,FedSubMerge,Hyper-Kvasir quantity skew,GLFC,BWT,-15.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-047,FedSubMerge,skin-lesion feature skew,GLFC,ACC,79.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-048,FedSubMerge,skin-lesion feature skew,GLFC,BWT,-7.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-049,FedSubMerge,OrganAMNIST quantity skew,TARGET,ACC,65.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-050,FedSubMerge,OrganAMNIST quantity skew,TARGET,BWT,-16.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-051,FedSubMerge,Hyper-Kvasir quantity skew,TARGET,ACC,67.24,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-052,FedSubMerge,Hyper-Kvasir quantity skew,TARGET,BWT,-8.21,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-053,FedSubMerge,skin-lesion feature skew,TARGET,ACC,80.15,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-054,FedSubMerge,skin-lesion feature skew,TARGET,BWT,-5.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-055,FedSubMerge,OrganAMNIST quantity skew,FOT,ACC,66.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-056,FedSubMerge,OrganAMNIST quantity skew,FOT,BWT,-15.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-057,FedSubMerge,Hyper-Kvasir quantity skew,FOT,ACC,66.57,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-058,FedSubMerge,Hyper-Kvasir quantity skew,FOT,BWT,-4.53,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-059,FedSubMerge,skin-lesion feature skew,FOT,ACC,80.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-060,FedSubMerge,skin-lesion feature skew,FOT,BWT,-7.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-061,FedSubMerge,OrganAMNIST quantity skew,Re-Fed,ACC,68.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-062,FedSubMerge,OrganAMNIST quantity skew,Re-Fed,BWT,-13.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-063,FedSubMerge,Hyper-Kvasir quantity skew,Re-Fed,ACC,69.38,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-064,FedSubMerge,Hyper-Kvasir quantity skew,Re-Fed,BWT,-1.24,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-065,FedSubMerge,skin-lesion feature skew,Re-Fed,ACC,84.21,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-066,FedSubMerge,skin-lesion feature skew,Re-Fed,BWT,-6.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-067,FedSubMerge,OrganAMNIST quantity skew,DDDR,ACC,69.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-068,FedSubMerge,OrganAMNIST quantity skew,DDDR,BWT,-11.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-069,FedSubMerge,Hyper-Kvasir quantity skew,DDDR,ACC,68.94,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-070,FedSubMerge,Hyper-Kvasir quantity skew,DDDR,BWT,-2.29,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-071,FedSubMerge,skin-lesion feature skew,DDDR,ACC,84.43,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-072,FedSubMerge,skin-lesion feature skew,DDDR,BWT,-5.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-073,FedSubMerge,OrganAMNIST quantity skew,FedSubMerge,ACC,70.17,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-074,FedSubMerge,OrganAMNIST quantity skew,FedSubMerge,BWT,-14.66,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-075,FedSubMerge,Hyper-Kvasir quantity skew,FedSubMerge,ACC,70.76,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-076,FedSubMerge,Hyper-Kvasir quantity skew,FedSubMerge,BWT,0.07,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-077,FedSubMerge,skin-lesion feature skew,FedSubMerge,ACC,85.53,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-078,FedSubMerge,skin-lesion feature skew,FedSubMerge,BWT,-4.52,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-079,FedSubMerge,OrganAMNIST quantity skew,FedSubMerge-AD,ACC,74.42,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-080,FedSubMerge,OrganAMNIST quantity skew,FedSubMerge-AD,BWT,-15.92,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-081,FedSubMerge,Hyper-Kvasir quantity skew,FedSubMerge-AD,ACC,70.97,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-082,FedSubMerge,Hyper-Kvasir quantity skew,FedSubMerge-AD,BWT,-1.47,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-083,FedSubMerge,skin-lesion feature skew,FedSubMerge-AD,ACC,85.75,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-084,FedSubMerge,skin-lesion feature skew,FedSubMerge-AD,BWT,-5.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-001,FedSubMerge,alpha=0.05,FedAvg,ACC,54.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-002,FedSubMerge,alpha=0.05,FedAvg,BWT,-41.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-003,FedSubMerge,alpha=0.1,FedAvg,ACC,57.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-004,FedSubMerge,alpha=0.1,FedAvg,BWT,-35.18,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-005,FedSubMerge,alpha=0.3,FedAvg,ACC,67.23,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-006,FedSubMerge,alpha=0.3,FedAvg,BWT,-25.70,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-007,FedSubMerge,alpha=0.5,FedAvg,ACC,75.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-008,FedSubMerge,alpha=0.5,FedAvg,BWT,-19.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-009,FedSubMerge,IID,FedAvg,ACC,82.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-010,FedSubMerge,IID,FedAvg,BWT,-13.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-011,FedSubMerge,alpha=0.05,GLFC,ACC,67.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-012,FedSubMerge,alpha=0.05,GLFC,BWT,-25.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-013,FedSubMerge,alpha=0.1,GLFC,ACC,75.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-014,FedSubMerge,alpha=0.1,GLFC,BWT,-17.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-015,FedSubMerge,alpha=0.3,GLFC,ACC,84.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-016,FedSubMerge,alpha=0.3,GLFC,BWT,-13.06,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-017,FedSubMerge,alpha=0.5,GLFC,ACC,85.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-018,FedSubMerge,alpha=0.5,GLFC,BWT,-10.25,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-019,FedSubMerge,IID,GLFC,ACC,87.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-020,FedSubMerge,IID,GLFC,BWT,-8.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-021,FedSubMerge,alpha=0.05,FedSubMerge,ACC,73.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-022,FedSubMerge,alpha=0.05,FedSubMerge,BWT,-19.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-023,FedSubMerge,alpha=0.1,FedSubMerge,ACC,77.50,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-024,FedSubMerge,alpha=0.1,FedSubMerge,BWT,-14.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-025,FedSubMerge,alpha=0.3,FedSubMerge,ACC,90.97,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-026,FedSubMerge,alpha=0.3,FedSubMerge,BWT,-0.86,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-027,FedSubMerge,alpha=0.5,FedSubMerge,ACC,91.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-028,FedSubMerge,alpha=0.5,FedSubMerge,BWT,-1.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-029,FedSubMerge,IID,FedSubMerge,ACC,91.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-030,FedSubMerge,IID,FedSubMerge,BWT,-0.62,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-031,FedSubMerge,alpha=0.05,FedSubMerge-AD,ACC,75.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-032,FedSubMerge,alpha=0.05,FedSubMerge-AD,BWT,-21.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-033,FedSubMerge,alpha=0.1,FedSubMerge-AD,ACC,79.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-034,FedSubMerge,alpha=0.1,FedSubMerge-AD,BWT,-16.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-035,FedSubMerge,alpha=0.3,FedSubMerge-AD,ACC,93.42,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-036,FedSubMerge,alpha=0.3,FedSubMerge-AD,BWT,-3.37,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-037,FedSubMerge,alpha=0.5,FedSubMerge-AD,ACC,93.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-038,FedSubMerge,alpha=0.5,FedSubMerge-AD,BWT,-2.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-039,FedSubMerge,IID,FedSubMerge-AD,ACC,93.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-HET-040,FedSubMerge,IID,FedSubMerge-AD,BWT,-1.80,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-HET,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-001,FedSubMerge,K=10,1.00,ACC,93.42,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-002,FedSubMerge,K=10,1.00,BWT,-3.37,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-003,FedSubMerge,K=10,1.00,overhead,3.0,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-004,FedSubMerge,K=20,1.00,ACC,92.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-005,FedSubMerge,K=20,1.00,BWT,-4.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-006,FedSubMerge,K=20,1.00,overhead,3.1,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-SCALE-007,FedSubMerge,K=40,1.00,ACC,90.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-SCALE,yes,drafted_pending_review,percentage points unless metric is communication overhead,
